"","X","ID","y","Number.of.Cylinders","material.grade","Lubrication","Valve.Type","Bearing.Vendor","Fuel.Type","Compression.ratio","cam.arrangement","Cylinder.arragement","Turbocharger","Varaible.Valve.Timing..VVT.","Cylinder.deactivation","Direct.injection","main.bearing.type","displacement","piston.type","Max..Torque","Peak.Power","Crankshaft.Design","Liner.Design.","TestA","TestB","TestA","TestB"
"157",157,157,"fail",8,"c","L4","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"158",158,158,"fail",4,"c","L2","B","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"159",159,159,"pass",8,"g","L4","A","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"160",160,160,"pass",6,"f","L3","B","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"161",161,161,"fail",8,"c","L4","C","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"162",162,162,"pass",6,"a","L4","A","V1","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"163",163,163,"fail",4,"c","L2","D","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","fail","pass","fail","pass"
"164",164,164,"fail",6,"c","L3","C","V4","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"165",165,165,"fail",4,"f","L4","B","V4","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"166",166,166,"fail",4,"c","L4","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"167",167,167,"fail",6,"f","L3","C","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"168",168,168,"fail",6,"c","L2","D","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"169",169,169,"pass",8,"e","L4","C","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD2","pass","fail","pass","fail"
"170",170,170,"fail",4,"f","L3","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"171",171,171,"pass",4,"c","L3","D","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD2","fail","pass","fail","pass"
"172",172,172,"fail",4,"c","L1","C","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"173",173,173,"fail",6,"c","L4","C","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"174",174,174,"fail",8,"c","L3","B","V1","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD2","pass","fail","pass","fail"
"175",175,175,"fail",8,"g","L3","D","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"176",176,176,"pass",6,"c","L3","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"177",177,177,"fail",4,"c","L4","D","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"178",178,178,"pass",6,"c","L4","A","V2","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"179",179,179,"pass",8,"c","L1","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"180",180,180,"fail",8,"d","L3","D","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"181",181,181,"fail",6,"f","L4","B","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"182",182,182,"pass",4,"f","L4","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"183",183,183,"fail",8,"d","L1","C","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"184",184,184,"pass",4,"f","L3","D","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"185",185,185,"pass",6,"c","L2","B","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"186",186,186,"pass",6,"f","L4","B","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"187",187,187,"pass",4,"f","L1","A","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"188",188,188,"fail",4,"c","L4","D","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"189",189,189,"fail",8,"d","L1","A","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"190",190,190,"fail",6,"f","L3","B","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"191",191,191,"fail",8,"c","L4","D","V6","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"192",192,192,"fail",4,"c","L4","D","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"193",193,193,"pass",6,"f","L1","C","V2","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"194",194,194,"pass",4,"c","L2","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","pass","pass","pass"
"195",195,195,"pass",4,"f","L4","C","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"196",196,196,"fail",6,"c","L3","C","V1","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD2","LD1","fail","pass","fail","pass"
"197",197,197,"pass",8,"c","L1","A","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"198",198,198,"pass",6,"f","L3","D","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"199",199,199,"fail",4,"c","L3","D","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"200",200,200,"fail",4,"a","L2","B","V2","gasoline","high","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"201",201,201,"pass",6,"c","L3","A","V1","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"202",202,202,"pass",8,"e","L4","A","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"203",203,203,"pass",4,"f","L1","A","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","low","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"204",204,204,"fail",6,"f","L1","B","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"205",205,205,"fail",4,"c","L4","B","V1","gasoline","low","DOHC","V","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD2","LD1","fail","pass","fail","pass"
"206",206,206,"pass",8,"c","L1","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"207",207,207,"fail",6,"f","L4","B","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"208",208,208,"pass",8,"f","L1","B","V4","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"209",209,209,"fail",6,"c","L1","B","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"210",210,210,"fail",8,"d","L1","B","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"211",211,211,"pass",6,"a","L2","A","V5","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"212",212,212,"pass",6,"c","L3","B","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"213",213,213,"fail",6,"b","L3","B","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"214",214,214,"fail",4,"b","L3","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"215",215,215,"pass",4,"f","L4","D","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"216",216,216,"fail",4,"c","L4","C","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"217",217,217,"fail",4,"f","L4","B","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"218",218,218,"pass",6,"f","L4","B","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"219",219,219,"pass",4,"c","L1","B","V5","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"220",220,220,"pass",4,"a","L3","C","V5","gasoline","high","SOHC","inline","No","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"221",221,221,"pass",8,"c","L2","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","pass","fail","pass","fail"
"222",222,222,"fail",6,"c","L1","A","V5","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"223",223,223,"fail",4,"e","L4","D","V2","gasoline","low","SOHC","V","No","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"224",224,224,"pass",4,"f","L3","B","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"225",225,225,"fail",8,"c","L3","C","V2","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"226",226,226,"fail",6,"c","L3","B","V6","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"227",227,227,"fail",4,"a","L2","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","low","high","CD2","LD1","pass","fail","pass","fail"
"228",228,228,"pass",4,"f","L4","A","V5","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"229",229,229,"pass",4,"c","L4","A","V4","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"230",230,230,"pass",8,"c","L1","C","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"231",231,231,"pass",8,"c","L4","D","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"232",232,232,"fail",8,"c","L4","C","V4","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"233",233,233,"fail",4,"c","L3","B","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"234",234,234,"fail",6,"c","L4","D","V4","gasoline","low","SOHC","inline","No","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"235",235,235,"pass",6,"c","L2","B","V3","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"236",236,236,"fail",4,"c","L4","C","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","fail","pass","fail"
"237",237,237,"pass",8,"e","L2","C","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"238",238,238,"fail",4,"a","L3","D","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"239",239,239,"fail",4,"c","L4","A","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"240",240,240,"pass",8,"c","L4","C","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"241",241,241,"fail",8,"c","L4","A","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"242",242,242,"fail",4,"c","L3","A","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"243",243,243,"fail",4,"f","L2","D","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"244",244,244,"fail",8,"c","L1","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"245",245,245,"pass",8,"g","L2","A","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"246",246,246,"pass",8,"g","L3","D","V2","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"247",247,247,"fail",4,"c","L3","D","V1","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"248",248,248,"fail",8,"c","L2","A","V2","gasoline","low","DOHC","V","Yes","Yes","No","Yes","Roller","high","rotary","high","high","CD1","LD1","pass","fail","pass","fail"
"249",249,249,"pass",8,"g","L3","B","V5","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"250",250,250,"pass",4,"c","L2","C","V2","gasoline","high","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"251",251,251,"fail",4,"f","L1","C","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"252",252,252,"pass",6,"f","L4","D","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"253",253,253,"fail",8,"c","L1","C","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"254",254,254,"fail",6,"c","L4","B","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"255",255,255,"fail",6,"f","L2","A","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"256",256,256,"fail",6,"d","L1","A","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
